Aamilah,0,50,
Absolutmadve,0,50,
Actionmage,0,50,
Adagard,0,50,
Adaras,0,50,
Aeonyx,0,50,
Aerlinn,0,50,
Aimbot,0,50,
Alagar,0,50,
Aldi,0,50,
Alexie,0,50,
Altarpojke,0,50,
Altibzz,0,50,
Amestic,0,50,
Amestíc,0,50,
Amtar,0,50,
Angerissues,0,50,
Angin,2100,50,
Aoefarming,0,50,
Appendix,0,50,
Applestrudel,2100,50,
Arbitrage,0,50,
Arceus,0,50,
Aresoul,0,50,
Arrlinn,0,50,
Artanis,0,50,
Arturis,0,50,
Arx,0,50,
Astoran,0,50,
Audiniai,0,50,
Aurimus,0,50,
Avianna,0,50,
Azeem,0,50,
Azh,0,50,
Aziim,0,50,
Azuspawned,0,50,
Balnar,0,50,
Banklie,0,50,
Bankofthrow,0,50,
Bankyz,0,50,
Bashkar,0,50,
Beardedheals,0,50,
Belek,0,50,
Belson,0,50,
Bennyxz,0,50,
Beññy,2100,50,
Bigbadjohn,0,50,
Bigbamboo,0,50,
Binbag,0,50,
Binsen,0,50,
Bloges,2100,50,
Blogis,0,50,
Blogisr,0,50,
Blogisw,0,50,
Blowshutup,0,50,
Boher,0,50,
Boodanandya,0,50,
Borkborkbork,0,50,
Bothrona,0,50,
Bowning,0,50,
Brackner,0,50,
Bradypus,0,50,
Breas,0,50,
Brigette,0,50,
Brodersalsa,0,50,
Brucebean,0,50,
Bruceleet,1100,50,
Bruisealch,0,50,
Bruiseaq,0,50,
Bruiseleet,0,50,
Bruisewar,0,50,
Brutals,0,50,
Bumbler,0,50,
Bystigabetti,0,50,
Cacklez,0,50,
Cacklinbank,0,50,
Cakepop,0,50,
Calestis,0,50,
Candypop,0,50,
Cannelloni,0,50,
Cantkitethis,0,50,
Catch,0,50,
Chadbad,0,50,
Chadswell,0,50,
Chadwall,0,50,
Chadwell,2100,50,
Charsi,0,50,
Cheop,0,50,
Chesapeck,0,50,
Choji,0,50,
Clawful,2100,50,
Clemency,0,50,
Clickyalt,0,50,
Clickynaxi,0,50,
Clipz,0,50,
Constantios,0,50,
Cooldownaq,0,50,
Cooldownbank,0,50,
Cooldownbwl,0,50,
Cooldownmc,0,50,
Cooldownraid,0,50,
Cooldownsumm,0,50,
Cooldownzg,0,50,
Coolstash,0,50,
Coolsummon,0,50,
Coolsummonti,0,50,
Crackblock,0,50,
Cracklin,0,50,
Crittycat,0,50,
Critz,0,50,
Croissant,500,50,
Crow,0,50,
Cursedmidget,0,50,
Dahmikk,0,50,
Dargor,0,50,
Darkbeer,0,50,
Davinci,0,50,
Dbl,0,50,
Delije,2100,50,
Deminator,2100,50,
Desired,0,50,
Deucalion,0,50,
Dippies,0,50,
Discojanne,0,50,
Djxoxo,0,50,
Doty,0,50,
Dou,0,50,
Doubl,0,50,
Double,2100,50,
Dovydas,0,50,
Dovydastwo,0,50,
Dragox,0,50,
Drenty,0,50,
Dropped,0,50,
Drum,0,50,
Dunst,0,50,
Dusky,0,50,
Duststasher,0,50,
Dvärgprälle,0,50,
Dárco,0,50,
Eclair,0,50,
Effed,0,50,
Egwene,0,50,
Eilistraee,0,50,
Eireann,0,50,
Ekszyn,0,50,
Eluri,0,50,
Elurial,0,50,
Elurie,0,50,
Emmadotson,0,50,
Entvåtre,0,50,
Erbzz,0,50,
Eugene,0,50,
Ewka,2100,50,
Ewkaa,0,50,
Extravirgin,0,50,
Exx,0,50,
Ezmarks,0,50,
Fandelle,0,50,
Fani,0,50,
Fantastik,0,50,
Fardin,0,50,
Faster,0,50,
Fearbanks,0,50,
Fearfull,0,50,
Fearherbs,0,50,
Fearzerk,0,50,
Feenian,0,50,
Feladdicted,0,50,
Ferii,0,50,
Festy,0,50,
Ffcat,0,50,
Firedaddy,0,50,
Fittvätaren,0,50,
Fizzcrank,0,50,
Flapnslap,0,50,
Flexbert,0,50,
Flexie,0,50,
Fockeliduck,0,50,
Fola,0,50,
Forkbeard,0,50,
Fragz,2100,50,
Freakflex,0,50,
Friatider,0,50,
Fringilla,0,50,
Frontpage,0,50,
Frosteh,0,50,
Frostskada,0,50,
Frostskadaa,0,50,
Fránko,2100,50,
Fránkó,0,50,
Fuggly,0,50,
Fusilli,0,50,
Fya,0,50,
Fûry,0,50,
Gedeon,0,50,
Gehlord,0,50,
Glimz,0,50,
Gnierat,0,50,
Gnomz,0,50,
Grammy,0,50,
Grandmaa,0,50,
Grikis,0,50,
Grinige,0,50,
Grumppy,0,50,
Gsd,0,50,
Gumpe,0,50,
Guraki,0,50,
Gustelina,0,50,
Gyroskvinnan,0,50,
Halcyon,0,50,
Hannekath,0,50,
Harune,0,50,
Heads,0,50,
Healingboi,0,50,
Hebb,0,50,
Hebbazzak,0,50,
Hebbs,0,50,
Hebby,0,50,
Hebbz,0,50,
Helten,0,50,
Heltenbooty,0,50,
Heltendispel,0,50,
Heltensf,0,50,
Herbatusin,0,50,
Hexed,0,50,
Highestbank,0,50,
Himash,0,50,
Hiphop,0,50,
Hobben,0,50,
Hodoor,0,50,
Holinezz,0,50,
Holyfade,0,50,
Hoodedone,0,50,
Huvet,0,50,
Hybrismannen,0,50,
Högste,0,50,
Iamshadowfox,0,50,
